,id,summary,risk,category
1885,52446,21.15.33 J0014350  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 26 DATASETS(MAX 32) SYSJOB,1+,0
1886,52447,21.15.32 J0014350  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1887,52448,21.15.33 J0014350  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1866,52427,05.06.08 J0160221  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 72.1% INUSE SYSJOB,1+,7
1867,52428,05.06.05 J0160221  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 80.2% INUSE SYSJOB,1+,7
1868,52429,05.06.05 J0160221  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 72.7% INUSE SYSJOB,1+,7
1888,52449,21.14.14 J0014350  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 80.2% INUSE SYSJOB,1+,7
1889,52450,21.14.13 J0014350  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 75.5% INUSE SYSJOB,1+,7
1890,52451,21.14.15 J0014350  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 72.3% INUSE SYSJOB,1+,7
1857,52418,03.08.18 J0152082 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,1+,8
1895,52456,21.04.11 J0014303  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
1896,52457,21.04.11 J0014303  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1897,52458,21.04.11 J0014303  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
1898,52459,21.04.11 J0014303  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1899,52460,21.04.11 J0014303  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1858,52419,05.14.54 J0160852 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1+,8
1394,51955,"03.38.57 S0093434  +CSQX209E !QWP1 CSQXRESP Connection unexpectedly terminated, connection 11.3.2.4 -  (queue manager QWP0) -  TRPTYPE=TCP RC=00000000",1+,9
1873,52434,"06.22.36 CP3D J0150607 *IEF099I JOB DEDPPL23 WAITING FOR DATA SETS WEDNESDAY, DECEMBER 12, 2018",1+,8
1874,52435,07.32.49 J0162454 *IEF099I JOB G00S077B WAITING FOR DATA SETS,1+,8
1881,52442,08.16.08 CP3C J0176098 *IEF099I JOB DEDPRS23 WAITING FOR DATA SETS,1+,8
1894,52455,21.12.20 J0014427 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1+,8
1902,52463,23.18.44 J0022166 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1+,8
1904,52465,00.08.19 J0026570 *IEF099I JOB CXBNUTLL WAITING FOR DATA SETS,1+,8
1905,52466,01.32.24 CP2B J0098047 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1+,8
1906,52467,01.05.02 CP3B J0031512 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
1907,52468,02.46.48 J0044048 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1+,8
1908,52469,02.30.03 J0043970 *IEF099I JOB SMFMRGDB WAITING FOR DATA SETS,1+,8
1916,52477,05.15.51 J0048825  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 26 DATASETS(MAX 32) SYSJOB,1+,0
1917,52478,05.15.51 J0048825  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1918,52479,05.15.51 J0048825  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1891,52452,21.14.12 J0014350  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 73.0% INUSE SYSJOB,1+,7
1892,52453,21.14.15 J0014350  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 81.1% INUSE SYSJOB,1+,7
1893,52454,21.14.14 J0014350  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.9% INUSE SYSJOB,1+,7
1919,52480,05.14.14 J0048825  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 72.3% INUSE SYSJOB,1+,7
1920,52481,05.14.12 J0048825  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 80.2% INUSE SYSJOB,1+,7
1921,52482,05.14.13 J0048825  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.9% INUSE SYSJOB,1+,7
1925,52486,05.04.13 J0049072  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1926,52487,05.04.13 J0049072  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1927,52488,05.04.13 J0049072  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1928,52489,05.04.13 J0049072  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
1929,52490,05.04.13 J0049072  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
1909,52470,02.30.02 J0043971 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
1395,51956,"03.38.57 S0093434  +CSQX209E !QWP1 CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QWP0 -  connection 11.3.2.4 -  (queue manager QWP0) -  TRPTYPE=TCP RC=00000000 -  active",1+,9
1933,52494,21.15.42 J0105560  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 26 DATASETS(MAX 32) SYSJOB,1+,0
1934,52495,21.15.42 J0105560  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1935,52496,21.15.42 J0105560  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1922,52483,05.14.12 J0048825  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 75.5% INUSE SYSJOB,1+,7
1923,52484,05.14.11 J0048825  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 73.1% INUSE SYSJOB,1+,7
1936,52497,21.14.19 J0105560  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 80.7% INUSE SYSJOB,1+,7
1937,52498,21.14.22 J0105560  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 81.1% INUSE SYSJOB,1+,7
1938,52499,21.14.19 J0105560  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 73.4% INUSE SYSJOB,1+,7
1939,52500,21.14.22 J0105560  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 72.5% INUSE SYSJOB,1+,7
1940,52501,21.14.20 J0105560  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 75.7% INUSE SYSJOB,1+,7
1941,52502,21.14.20 J0105560  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 80.8% INUSE SYSJOB,1+,7
1910,52471,02.15.01 CP3B J0037708 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1+,8
1945,52506,21.04.12 J0105517  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
1946,52507,21.04.12 J0105517  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1947,52508,21.04.12 J0105517  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1948,52509,21.04.12 J0105517  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
1949,52510,21.04.12 J0105517  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1912,52473,03.53.24 J0047134 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,1+,8
1914,52475,03.05.42 J0044540 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,1+,8
1930,52491,06.04.45 J0049952 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1+,8
1944,52505,21.11.49 J0105643 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1+,8
1950,52511,23.29.16 J0116815 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1+,8
1952,52513,01.37.55 J0123415 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,1+,8
1953,52514,01.19.48 J0122888 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1+,8
1954,52515,01.05.04 CP3B J0144712 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
1955,52516,01.00.06 CP3D J0143367 *IEF099I JOB SMFMRGOS WAITING FOR DATA SETS,1+,8
1956,52517,02.54.04 CP2B J0198141 *IEF099I JOB C4CARD00 WAITING FOR DATA SETS,1+,8
1963,52524,05.07.30 J0130507  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1964,52525,05.07.30 J0130507  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1957,52518,02.15.02 CP3B J0150692 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1+,8
1942,52503,21.14.21 J0105560  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 169 70.0% INUSE SYSJOB,1+,7
1943,52504,21.14.21 J0105560  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.9% INUSE SYSJOB,1+,7
1966,52527,05.06.14 J0130507  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 72.5% INUSE SYSJOB,1+,7
1967,52528,05.06.14 J0130507  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 81.1% INUSE SYSJOB,1+,7
1968,52529,05.06.13 J0130507  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.9% INUSE SYSJOB,1+,7
1969,52530,05.06.13 J0130507  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 169 70.0% INUSE SYSJOB,1+,7
1970,52531,05.06.12 J0130507  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 80.8% INUSE SYSJOB,1+,7
1971,52532,05.06.11 J0130507  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 73.4% INUSE SYSJOB,1+,7
1974,52535,05.04.11 J0130594  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
1975,52536,05.04.11 J0130594  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1976,52537,05.04.11 J0130594  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1977,52538,05.04.11 J0130594  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1978,52539,05.04.11 J0130594  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
1396,51957,"03.38.57 S0093434  +CSQX209E !QWP1 CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QWP0 -  connection 11.3.2.4 -  (queue manager QWP0) -  TRPTYPE=TCP RC=00000000",1+,9
1397,51958,"03.38.57 S0093434  +CSQX209E !QWP1 CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QWP0 -  connection 11.3.2.5 -  TRPTYPE=TCP RC=00000000",1+,9
1958,52519,02.05.56 J0127535 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,1+,8
1961,52522,03.00.00 J0128065 *IEF099I JOB G01SUOCR WAITING FOR DATA SETS,1+,8
27,50588,01.32.34 CP1F S0129634 *DSNB319A  -DP41 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP3,1+,5
1962,52523,05.23.21 J0131172 *IEF099I JOB A01S766B WAITING FOR DATA SETS,1+,8
1986,52547,"19.59.28 STC07433  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
33,50594,01.32.34 CP1F S0129637 *DSNB319A  -DP81 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP3,1+,5
1988,52549,"19.56.06 CPKD STC06616  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKDA)",1+,2
55,50616,07.46.16 CP1D S0129911  BSOEXTPDSS0 SEV=WAR CP1B Data Set: SYS0.MLIB.PARMLIB EXTENTS = 16 (Exts > 12),1+,5
56,50617,08.06.30 CP2D S0044205  BSOEXTPDSS0 SEV=WAR CP2C Data Set: SYS0.MLIB.PARMLIB EXTENTS = 16 (Exts > 12),1+,5
1991,52552,"20.59.28 STC07433  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
1992,52553,"20.56.06 CPKD STC06616  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKDA)",1+,2
115,50676,07.40.11 CP3D S0059824 *DSNB319A  -DP2Y DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP28,1+,5
1994,52555,"21.59.28 STC07433  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
117,50678,08.06.27 CP2D S0044205  BSOEXTPDSS0 SEV=WAR CP2C Data Set: SYS0.MLIB.PARMLIB EXTENTS = 16 (Exts > 12),1+,5
1996,52557,"21.56.06 CPKD STC06616  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKDA)",1+,2
120,50681,12.48.06 CP1D S0129911  BSSTRGRUPS0 SEV=WAR CP1D SG: SGWBIDB CURRENT: 80.10 (Enabled%Full >= 80),1+,5
1998,52559,21.14.53 J0021520  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 26 DATASETS(MAX 32) SYSJOB,1+,0
1999,52560,21.14.53 J0021520  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
2000,52561,21.14.53 J0021520  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1972,52533,05.06.12 J0130507  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 75.7% INUSE SYSJOB,1+,7
1973,52534,05.06.11 J0130507  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 80.7% INUSE SYSJOB,1+,7
2001,52562,21.13.36 J0021520  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 72.7% INUSE SYSJOB,1+,7
2002,52563,21.13.34 J0021520  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 81.6% INUSE SYSJOB,1+,7
2003,52564,21.13.36 J0021520  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 81.2% INUSE SYSJOB,1+,7
2004,52565,21.13.34 J0021520  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 76.2% INUSE SYSJOB,1+,7
2005,52566,21.13.35 J0021520  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 169 70.4% INUSE SYSJOB 243 71.0% INUSE,1+,7
2006,52567,21.13.35 J0021520  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 71.0% INUSE SYSJOB,1+,7
1965,52526,05.07.26 J0130643 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1+,8
2010,52571,21.04.11 J0021479  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
2011,52572,21.04.11 J0021479  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
2012,52573,21.04.11 J0021479  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
2013,52574,21.04.11 J0021479  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
2014,52575,21.04.11 J0021479  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
2015,52576,"22.59.28 STC07433  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
2016,52577,"22.56.06 CPKD STC06616  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKDA)",1+,2
122,50683,13.47.32 CP1D S0129911  BSSTRGRUPS0 SEV=WAR CP1D SG: SGWBIDB CURRENT: 80.10 (Enabled%Full >= 80),1+,5
2018,52579,"23.59.28 STC07433  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
123,50684,14.46.59 CP1D S0129911  BSSTRGRUPS0 SEV=WAR CP1D SG: SGWBIDB CURRENT: 80.10 (Enabled%Full >= 80),1+,5
2020,52581,"23.56.06 CPKD STC06616  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKDA)",1+,2
124,50685,15.46.26 CP1D S0129911  BSSTRGRUPS0 SEV=WAR CP1D SG: SGWBIDB CURRENT: 80.70 (Enabled%Full >= 80),1+,5
1982,52543,15.48.33 CP2C J0022511 *IEF099I JOB G1214S   WAITING FOR DATA SETS,1+,8
2023,52584,"00.59.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
2024,52585,"00.59.28 STC07433  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
2025,52586,"00.59.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
2026,52587,"00.59.16 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
2027,52588,"00.59.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
2028,52589,"00.59.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
2029,52590,"00.58.51 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA) MESSAGES ACTED UPON.",1+,2
2030,52591,"19.35.21 CPKD STC06616  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled [CPKDA]",1+,2
1983,52544,15.37.02 CP2C J0022504 *IEF099I JOB G1214S   WAITING FOR DATA SETS,1+,8
125,50686,16.16.09 CP1D S0129911  BSSTRGRUPS0 SEV=WAR CP1D SG: SGWBIDB CURRENT: 81.20 (Enabled%Full >= 80),1+,5
2033,52594,"01.56.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA) (CPKAA)",1+,2
2034,52595,"01.55.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
2035,52596,"01.54.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
2036,52597,"01.54.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
2037,52598,"01.54.28 STC07433  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
2038,52599,"01.54.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
2039,52600,"01.54.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
2040,52601,"01.54.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
2041,52602,"01.54.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
2042,52603,"01.51.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
2043,52604,"01.50.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
2044,52605,"01.49.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
2045,52606,"01.49.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
2046,52607,"01.49.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
2047,52608,"01.49.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
2048,52609,"01.49.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
2049,52610,"01.49.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
2050,52611,"01.49.00 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
1985,52546,17.01.49 J0004066 *IEF099I JOB SORTSUM2 WAITING FOR DATA SETS,1+,8
2052,52613,"01.46.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
2053,52614,"01.45.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
2054,52615,"01.44.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
2055,52616,"01.44.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
2056,52617,"01.44.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
2057,52618,"01.44.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
2058,52619,"01.44.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
2059,52620,"01.44.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
2009,52570,"21.11.29 J0021592 *IEF099I JOB NA100009 WAITING FOR DATA SETS DECEMBER 14, 2018",1+,8
2061,52622,"01.41.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
2062,52623,"01.40.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
2063,52624,"01.39.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
2064,52625,"01.39.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
2065,52626,"01.39.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
2066,52627,"01.39.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
2067,52628,"01.39.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA) FROM S0093509 TP1F",1+,2
2068,52629,"01.39.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
2069,52630,"01.36.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
2070,52631,"01.35.52 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
2071,52632,"01.35.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA) seconds (CP1BA)",1+,2
2072,52633,"01.34.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
2073,52634,"01.34.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
2074,52635,"01.34.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
2075,52636,"01.34.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
2076,52637,"01.34.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
2077,52638,"01.34.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
1398,51959,"03.37.16 S0093566  +CSQX209E !MQ4A CSQXRESP Connection unexpectedly terminated, channel PRM.MER.ISTCONN -  connection 21.123.56.79 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000 -  GEN NOT SUPPORTED",1+,9
1399,51960,"03.37.16 S0093436  +CSQX209E !MQ2A CSQXRESP Connection unexpectedly terminated, channel PRM.CRE.SVRCONN -  connection 21.123.56.79 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,9
2022,52583,23.21.16 J0032336 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1+,8
1450,52011,03.21.11 S0093627  +CSQX599E !QPS2 CSQXRCTL Channel QR.CHL1.QPS2.TO.QM93 ended abnormally,1+,9
1451,52012,03.21.03 S0093628  +CSQX599E !QPS1 CSQXRCTL Channel QR.CHN1.QPS1.TO.QM93 ended abnormally,1+,9
1452,52013,03.21.03 S0093628  +CSQX599E !QPS1 CSQXRCTL Channel QR.CHN2.QPS1.TO.QM93 ended abnormally,1+,9
2084,52645,"01.31.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
1453,52014,03.21.03 S0093628  +CSQX599E !QPS1 CSQXRCTL Channel QR.CHN1.QPS1.TO.QM55 ended abnormally,1+,9
1454,52015,03.21.03 S0093628  +CSQX599E !QPS1 CSQXRCTL Channel QR.CHN1.QPS1.TO.QMDD ended abnormally,1+,9
2087,52648,"01.30.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
2088,52649,"01.29.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
1455,52016,03.20.58 S0093628  +CSQX599E !QPS1 CSQXRCTL Channel QR.CHL2.QPS1.TO.QMDD ended abnormally,1+,9
2090,52651,"01.29.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
2091,52652,"01.29.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
2092,52653,"01.29.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
2093,52654,"01.29.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
2094,52655,"01.29.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
2031,52592,00.27.43 J0034042 *IEF099I JOB SA060000 WAITING FOR DATA SETS,1+,8
1475,52036,03.18.54 S0093148  +CSQX599E !QPS2 CSQXRESP Channel QR.CHL1.QM93.TO.QPS2 ended abnormally connection 11.4.35.141,1+,9
1476,52037,03.18.54 S0093148  +CSQX599E !QPS2 CSQXRESP Channel QR.CHL1.QM55.TO.QPS2 ended abnormally connection 11.4.35.146,1+,9
2098,52659,"01.26.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
1494,52055,03.18.45 S0093149  +CSQX599E !QPS1 CSQXRESP Channel QR.CHN1.QM55.TO.QPS1 ended abnormally connection 11.4.35.146 -  channel QR.CHL1.QM93.TO.QPS1 -  connection 11.4.35.141 -  (queue manager QM93) -  TRPTYPE=TCP RC=00000006  reason=,1+,9
